,Model name,Threshold,Accuracy,True Positives,False Positive,FP Percent,True Negatives,False Negatives,FN Percent,Recall
226,Diabetes_RO,0.2,0.564765731874145,30490,29954,49.55661438687049,9143,589,6.0521989313604605,0.9394780106863954
227,Diabetes_RO,0.15,0.5111861605107159,26553,33891,56.07008139765733,9320,412,4.2334566378956024,0.957665433621044
228,Diabetes_RO,0.1,0.4422737118103055,21532,38912,64.37694394811726,9505,227,2.3325113029182076,0.976674886970818
229,Diabetes_RO,0.05,0.33492932056543545,13864,46580,77.06306664019588,9640,92,0.9453349773941636,0.9905466502260584
230,Diabetes_RU,0.5,0.7393980848153214,44146,16298,26.963801204420623,7742,1990,20.448006576243323,0.7955199342375668
231,Diabetes_RU,0.45,0.7137055403556771,41978,18466,30.550592283766793,8107,1625,16.697492807233868,0.8330250719276613
232,Diabetes_RU,0.4,0.6855335157318742,39702,20742,34.316061147508435,8406,1326,13.625154130702835,0.8637484586929717
233,Diabetes_RU,0.35,0.656235750113999,37395,23049,38.1328171530673,8657,1075,11.04603370324702,0.8895396629675298
234,Diabetes_RU,0.3,0.6233185134518924,34861,25583,42.32512739064258,8881,851,8.744348540896013,0.9125565145910398
235,Diabetes_RU,0.25,0.5852855677154583,31983,28461,47.08655945999603,9090,642,6.59679408138101,0.9340320591861899
236,Diabetes_RU,0.2,0.5422224122207022,28806,31638,52.342664284296205,9245,487,5.004110152075627,0.9499588984792438
237,Diabetes_RU,0.15,0.489483584131327,24943,35501,58.73370392429356,9407,325,3.3394985614467734,0.9666050143855323
238,Diabetes_RU,0.1,0.41916039671682626,19875,40569,67.11832439944412,9540,192,1.972872996300863,0.9802712700369913
239,Diabetes_RU,0.05,0.3140247378020976,12378,48066,79.52154059956324,9659,73,0.7501027538018906,0.992498972461981
